Id,SalePrice
1461,125324.21243196
1462,164453.8007970086
1463,182526.8476684162
1464,195225.4517103038
1465,189425.05795423646
1466,174269.72197552552
1467,169673.85105169954
1468,166249.79676713428
1469,177222.94849297116
1470,126517.63486885204
1471,198420.6730902543
1472,94119.48529374029
1473,96499.26480619206
1474,147617.61486870225
1475,119559.4672340041
1476,389498.1141278936
1477,261403.21593604886
1478,288463.85218637227
1479,286588.1878897879
1480,526115.9692652542
1481,310390.15997959074
1482,204727.33151632713
1483,179741.99056528817
1484,169680.6925890146
1485,182509.70962713045
1486,195974.72329428708
1487,346526.2241005649
1488,236464.34222741643
1489,210306.89613001895
1490,229036.14944002283
1491,192218.47555427047
1492,96035.58947589963
1493,177546.0798175576
1494,293721.8657139201
1495,280470.04828560643
1496,251369.32246773446
1497,179517.4114472911
1498,164827.4425101454
1499,160206.44570105255
1500,162747.9556419131
1501,177085.15455338513
1502,147617.91648197797
1503,303638.0707069902
1504,244709.49623971275
1505,228507.32706772114
1506,180055.7382594582
1507,260849.0640845546
1508,201047.04083977273
1509,157234.36227858253
1510,149139.94827320028
1511,148312.45894564476
1512,160657.98064263584
1513,142638.1054280931
1514,149687.1532495532
1515,204269.23853872714
1516,140425.27209153897
1517,157004.30100431712
1518,124158.41151453655
1519,215745.90408957913
1520,138013.5048458886
1521,143669.13471669832
1522,165618.64711004857
1523,115127.14702051479
1524,121994.73215530926
1525,123926.22718697443
1526,113413.52703196382
1527,105271.08385648487
1528,128967.90578316405
1529,148829.43658447132
1530,178771.56935420574
1531,101214.77115740365
1532,95293.51648248162
1533,148536.1377757543
1534,121622.55505935149
1535,151243.98531460026
1536,110589.949571347
1537,61734.00850839484
1538,155555.517686461
1539,204035.3882492969
1540,98083.6740072662
1541,136422.32138009253
1542,142375.07279128343
1543,208451.20757821086
1544,75581.96769206543
1545,111706.98377192677
1546,132840.6087828082
1547,138033.94600183042
1548,137150.05731982124
1549,116836.50250582008
1550,141110.0414521408
1551,101265.98543035315
1552,153860.72810586603
1553,154611.07304658144
1554,113671.0262972311
1555,160845.35967021625
1556,82541.92830725964
1557,107332.33099276549
1558,101904.92571031327
1559,90030.28697303888
1560,125303.52558449289
1561,153903.4059793773
1562,130781.73902328759
1563,124048.81806384763
1564,163976.2034641952
1565,150717.94792255285
1566,224717.73094914114
1567,73367.01707514221
1568,224094.55688924398
1569,141479.157529531
1570,137159.84804143914
1571,116202.72019019205
1572,144540.41201610808
1573,240988.79089449954
1574,114753.91343071328
1575,219618.12836467114
1576,253816.98375037615
1577,202837.53976417417
1578,141820.96999699448
1579,148359.0245993778
1580,191066.1536952071
1581,149782.0151962281
1582,126258.6294873121
1583,313220.2647476391
1584,226279.37835270847
1585,140008.10463558437
1586,71512.78044816887
1587,94858.51310376087
1588,146494.6392558216
1589,100436.99756250257
1590,135641.88223143105
1591,99862.57866076689
1592,118496.29771549939
1593,130495.59426647419
1594,131636.59234745157
1595,112408.46522226422
1596,239551.33457073793
1597,199635.76750975393
1598,209019.7962676313
1599,157260.02125197765
1600,157028.153745219
1601,66063.5381440641
1602,112198.50645623427
1603,95206.08776414071
1604,257228.31093421654
1605,237503.51084224158
1606,168688.85618195042
1607,165958.2332063911
1608,222779.2051622762
1609,191798.70609203502
1610,160693.83995422098
1611,143067.30347731
1612,168486.68124280334
1613,169886.939280717
1614,116379.89303140166
1615,88607.14665720309
1616,71641.29345518319
1617,90008.41856343829
1618,128695.88308862978
1619,143778.34768319997
1620,155876.23316873505
1621,142190.05307488487
1622,145735.10031879795
1623,272264.9281460162
1624,206881.57404260783
1625,117541.70574349954
1626,164313.28297739837
1627,198005.15628834243
1628,277380.6772148998
1629,182901.69586493564
1630,357076.82005587657
1631,219676.71181236274
1632,226483.21915245222
1633,170838.64942672796
1634,189960.6101022504
1635,180872.06803000337
1636,159052.3895208576
1637,205195.64019379442
1638,182628.09977328547
1639,188327.4242192668
1640,247624.33987171613
1641,180044.03006965294
1642,228661.8268680832
1643,220102.51975390952
1644,240789.40408712364
1645,204919.44607221193
1646,166649.93100798846
1647,158768.54745956554
1648,134469.42894303295
1649,144697.49932661967
1650,114553.91343711806
1651,120793.03258428408
1652,96028.84242843365
1653,98992.1830315145
1654,146644.87366352932
1655,146771.74908151006
1656,144832.53175398268
1657,151320.57027203104
1658,137928.8966549135
1659,124682.91761245836
1660,164674.59543380162
1661,463838.4061460479
1662,392325.1074326214
1663,382095.3853231884
1664,499642.5887657758
1665,306877.7173936667
1666,323914.25134112564
1667,377938.039676329
1668,348507.4006645018
1669,285502.15746089024
1670,352836.2993681226
1671,256938.0864853828
1672,519481.9502055106
1673,282103.0813733568
1674,247486.4253637995
1675,192252.69801486091
1676,194991.430386156
1677,225286.60970632208
1678,490399.3442638702
1679,421326.5975790272
1680,356399.7278856097
1681,243021.6246594265
1682,289884.3685805443
1683,180169.57995639776
1684,169475.4054866624
1685,167937.50506198057
1686,165836.95241320218
1687,169520.01874715605
1688,190019.16836895017
1689,200776.0901223071
1690,190548.3825599686
1691,184724.2308251659
1692,250021.19557219665
1693,175784.78521150124
1694,182530.83283960423
1695,165215.24801459626
1696,275487.67161118856
1697,171884.5093815611
1698,374423.20526363474
1699,323888.2411661629
1700,243270.98066041849
1701,254786.85881632628
1702,267822.54301975406
1703,257743.59977586975
1704,272589.18513765116
1705,219774.69470374042
1706,468594.61240018514
1707,228393.0106675323
1708,216352.59373542
1709,271920.1323976104
1710,219929.42063774532
1711,258261.17879411022
1712,277168.5959085716
1713,275869.2022194247
1714,225264.03676632105
1715,209680.3098504479
1716,188040.17381898337
1717,166485.3928718996
1718,134552.57769626458
1719,194350.53437880074
1720,246519.47580454388
1721,170504.4588753335
1722,127840.86781617998
1723,157128.14378728112
1724,220511.59617694517
1725,242703.22049610954
1726,189474.95796830268
1727,162297.4905485592
1728,183343.7985406417
1729,174588.25478429743
1730,152618.63016315992
1731,124962.82021000488
1732,133897.43795915405
1733,121492.21694801886
1734,124577.39114037927
1735,131961.44798054284
1736,118101.61195096822
1737,287378.4695921022
1738,220341.69694414368
1739,261241.15532117276
1740,243427.63272062948
1741,202146.0436065006
1742,178772.97567785182
1743,174756.76546825215
1744,309636.41642225493
1745,221481.12338816337
1746,171640.75844182074
1747,217111.48427504944
1748,233594.92346827747
1749,154379.67107863896
1750,126388.49150797322
1751,240821.49720606304
1752,122142.3830769202
1753,143275.9807695651
1754,185125.7344495538
1755,167437.14238287508
1756,133951.49356252333
1757,127340.9182975948
1758,149036.20172961376
1759,165922.2220389999
1760,173369.1323944017
1761,139366.5595743825
1762,183585.896213905
1763,165079.10587989556
1764,116019.87687235209
1765,161753.58870200353
1766,175474.17380631546
1767,218943.81935383292
1768,143241.63640180024
1769,172377.1512427443
1770,145530.0880802135
1771,129463.36226107289
1772,134816.5336823252
1773,138758.2291063471
1774,134331.70872888717
1775,137251.29981202734
1776,129470.90022426938
1777,119334.17021803898
1778,135241.80771730773
1779,115916.28798211664
1780,161903.7099728764
1781,134553.5724459304
1782,94193.56900722512
1783,144661.15621739818
1784,107159.00731584836
1785,128502.82927032933
1786,131396.82667365338
1787,162023.4648267171
1788,61389.17642062843
1789,93583.94005082334
1790,80711.51595210088
1791,181526.3648800254
1792,167145.62456895752
1793,125961.71973796182
1794,151889.85244782863
1795,137443.02675556025
1796,118798.76449483162
1797,113284.20349746227
1798,127486.07200785392
1799,112720.67954560871
1800,140282.44278945564
1801,140568.14838549402
1802,117161.5234467024
1803,141026.5046945284
1804,142307.76679169098
1805,132369.84603537904
1806,116648.17451645633
1807,121201.40173958703
1808,118710.00713274462
1809,123763.58671109847
1810,153911.08683072112
1811,100217.39413964306
1812,93190.38943685897
1813,126204.40360503155
1814,104361.53084054311
1815,49339.689175188156
1816,99632.44792114545
1817,109833.15011662651
1818,149320.8763714797
1819,118404.33375158669
1820,61136.76211180662
1821,105958.37964005864
1822,153640.71889449388
1823,53065.19504423119
1824,135055.02777951508
1825,124062.51257592753
1826,108706.85981190922
1827,100252.77993299392
1828,141402.26341032746
1829,106200.30509524884
1830,149289.40242285107
1831,142911.73538303425
1832,83463.9923239703
1833,143329.1872840099
1834,122029.35798616396
1835,135124.89274597334
1836,127452.75997786252
1837,86461.34485243655
1838,124069.821359964
1839,91419.53022265056
1840,162885.9606577399
1841,144680.25660049028
1842,87440.90626431437
1843,134818.72638676758
1844,141307.69156223154
1845,139018.95415348103
1846,158792.5176910366
1847,164571.70124121095
1848,57133.610043817695
1849,117301.47682606598
1850,118018.47136515225
1851,151709.41067463037
1852,120516.44528826361
1853,134044.78943447472
1854,172331.62201753556
1855,139824.49437219495
1856,214188.80248858928
1857,143552.0677558887
1858,139027.39567994163
1859,119537.8435881132
1860,157706.77650068913
1861,118240.57361627725
1862,300389.9546328098
1863,285331.73913359246
1864,285363.8201849937
1865,307376.837745408
1866,341348.57580823806
1867,236241.25706555566
1868,304708.5956187413
1869,206552.1159633436
1870,226797.9452406544
1871,239497.19354488427
1872,169397.9057865768
1873,219261.2137859109
1874,141450.79598190813
1875,206336.6914876566
1876,197533.33748051073
1877,211869.66764711094
1878,214230.0271628222
1879,130093.33199815692
1880,136446.13014870996
1881,236992.10520826597
1882,236770.25628371854
1883,193596.56639772374
1884,208684.73522641588
1885,238641.87061954077
1886,302570.9781015402
1887,209106.51905380088
1888,273229.9121532597
1889,161971.25731452674
1890,131540.98707687974
1891,136812.6719919158
1892,104147.24344729164
1893,131149.2764034232
1894,128311.13524040203
1895,133936.63851055343
1896,123353.33685449156
1897,108129.85129285228
1898,110327.22794597028
1899,157106.79895373882
1900,143605.2137827032
1901,174408.4018475134
1902,150255.21299488636
1903,208689.30701502206
1904,141329.35553735023
1905,196405.05384011293
1906,162486.79045953372
1907,190502.3854322041
1908,117667.6743134088
1909,132556.28050718532
1910,118917.31196769812
1911,222015.08465432093
1912,314220.92888261675
1913,142761.71629230105
1914,72663.63178802312
1915,323708.67675214214
1916,66806.13660473641
1917,250463.13598484456
1918,140853.03348821044
1919,166002.033136481
1920,145497.77729188168
1921,428401.93070760183
1922,322682.3676766006
1923,217628.9211605806
1924,242884.7886935254
1925,188236.8678860961
1926,415862.2363337598
1927,137106.99276184413
1928,165809.9556641191
1929,126499.31626110055
1930,138511.7575166802
1931,149350.2035822196
1932,146804.208119746
1933,192516.77117512212
1934,178213.59225302347
1935,173713.9555788582
1936,198765.29669708546
1937,183559.05586973042
1938,178092.80890824043
1939,237394.35725401735
1940,191792.57121913185
1941,174927.4635535119
1942,185655.17509230424
1943,212041.14437275796
1944,363422.2584399575
1945,424352.08430948626
1946,149102.4583466685
1947,322046.16789418564
1948,185525.6998851504
