Id,SalePrice
1461,124878.1172288096
1462,155047.30963598407
1463,174629.1569656098
1464,182000.42832801436
1465,197950.03541657483
1466,183319.07451817312
1467,172916.9636667969
1468,176608.18037351943
1469,187558.29531465605
1470,119236.23100890049
1471,207269.3171816562
1472,93112.54908079687
1473,98486.52910250958
1474,150583.18239894963
1475,142699.37860863144
1476,355930.3719931666
1477,245023.73971572792
1478,296117.01303502405
1479,248539.70876674415
1480,505615.9271367219
1481,316583.47894922877
1482,203230.71697849446
1483,179266.30848227526
1484,172435.0406609918
1485,171905.71743415666
1486,201566.40330930246
1487,321183.1905591825
1488,241475.13140246377
1489,201314.84072155997
1490,194222.57662853325
1491,188516.8132049001
1492,91689.26759327573
1493,178938.55316173274
1494,285389.0133974426
1495,294181.40266244597
1496,224430.3302418439
1497,197847.29809606686
1498,154284.29954227895
1499,153702.20014804878
1500,149405.09574820797
1501,172764.4255316883
1502,159989.24082033162
1503,288637.3398257565
1504,228376.70710156285
1505,220620.52558353613
1506,185613.23590819052
1507,218461.67994287697
1508,198082.69817663403
1509,164481.45006875403
1510,149385.73026572316
1511,149183.86073673118
1512,162660.2648315046
1513,159500.6961107065
1514,160808.9881815643
1515,173795.2426765826
1516,153727.0965062587
1517,152798.12365113822
1518,134878.42181382782
1519,223899.9688709675
1520,138752.27040493197
1521,142645.94539636516
1522,160280.04265583775
1523,125198.21822145596
1524,122685.84405177376
1525,120825.5037489412
1526,125769.38796390989
1527,105007.16488738173
1528,129791.79428899812
1529,144360.85745693877
1530,165243.55548294555
1531,123519.63309169035
1532,108112.30517932655
1533,144365.94675607525
1534,118413.21395784237
1535,148090.33045892045
1536,121467.17652284617
1537,68538.39233747056
1538,152105.05237104892
1539,174273.8771438789
1540,109830.2121883586
1541,149866.92715718132
1542,141159.64439688087
1543,220354.77809807402
1544,79104.85182571573
1545,112887.67122637965
1546,121514.94927611986
1547,132563.28777871956
1548,128925.15979770575
1549,110153.24246280741
1550,138066.6137088215
1551,122088.69440365591
1552,138491.64970485982
1553,137230.8916957856
1554,107183.66984663853
1555,166541.07468046198
1556,89661.19668264482
1557,127430.34183228204
1558,83441.19178978815
1559,120335.96067019313
1560,136870.8622730546
1561,138040.2783484525
1562,127845.97397937758
1563,124623.45652408463
1564,161608.77562240916
1565,152054.82792891443
1566,220008.90881359452
1567,78110.36091684262
1568,221014.38665243512
1569,145702.9591144986
1570,128223.24775584262
1571,110406.97058991944
1572,145307.18187485894
1573,245414.79617165012
1574,126765.16890756354
1575,210771.07333064752
1576,209957.48917096926
1577,199903.30879560733
